Country,Year,Month,Region,Fires_Count,Burned_Area_Ha,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh
USA,2009,October,California,343,2047,Unknown,27,83,52
USA,2009,July,Texas,354,18077,Unknown,16,29,12
USA,2009,May,Oregon,308,39380,Lightning,31,34,36
Brazil,2009,June,Amazonas,23,8401,Climate Change,48,36,7
Brazil,2009,July,Mato Grosso,401,36426,Deforestation,21,49,46
Greece,2009,September,Athens,325,40385,Deforestation,43,88,62
Greece,2009,May,Crete,155,76098,Deforestation,49,26,34
Australia,2009,September,New South Wales,360,46223,Deforestation,16,21,66
Australia,2009,June,Victoria,114,56193,Unknown,47,30,36
Portugal,2009,July,Lisbon,203,86015,Human,45,58,68
Portugal,2009,May,Porto,55,78237,Lightning,35,60,38
Italy,2009,May,Sicily,407,58591,Climate Change,35,82,54
Italy,2009,September,Sardinia,451,96033,Climate Change,33,79,3
Russia,2009,May,Siberia,138,64768,Human,19,45,63
Russia,2009,October,Far East,363,14625,Unknown,41,54,53
Canada,2009,May,British Columbia,450,80583,Unknown,30,58,6
Canada,2009,May,Alberta,166,71621,Unknown,45,24,64
France,2009,July,Corsica,418,2600,Lightning,20,7,50
France,2009,June,Provence,284,16783,Human,29,42,45
China,2009,June,Yunnan,475,93970,Climate Change,36,68,49
China,2009,September,Sichuan,229,29049,Deforestation,31,90,6
India,2009,September,Madhya Pradesh,349,88041,Climate Change,31,21,60
India,2009,May,Assam,427,48281,Climate Change,18,82,28
Turkey,2010,July,Mugla,76,46680,Unknown,35,61,43
Turkey,2010,October,Antalya,436,40830,Human,26,39,17
Turkey,2010,August,Izmir,70,29502,Human,34,89,9
Spain,2010,June,Catalonia,253,63093,Lightning,16,80,52
Spain,2010,June,Andalusia,207,22001,Lightning,44,60,43
USA,2010,August,California,235,98798,Deforestation,16,16,22
USA,2010,September,Texas,459,56999,Deforestation,36,77,13
USA,2010,May,Oregon,204,35844,Unknown,18,18,15
Brazil,2010,May,Amazonas,77,87572,Lightning,31,72,61
Brazil,2010,September,Mato Grosso,370,35046,Climate Change,39,25,13
Greece,2010,October,Athens,5,35555,Human,21,14,16
Greece,2010,July,Crete,444,2321,Climate Change,37,17,28
Australia,2010,May,New South Wales,213,80021,Climate Change,27,16,30
Australia,2010,September,Victoria,88,33143,Deforestation,47,46,16
Portugal,2010,August,Lisbon,453,85998,Climate Change,33,55,35
Portugal,2010,August,Porto,241,77039,Lightning,36,52,41
Italy,2010,June,Sicily,227,46375,Deforestation,31,87,56
Italy,2010,June,Sardinia,371,29252,Unknown,27,77,36
Russia,2010,June,Siberia,20,6709,Lightning,46,11,47
Russia,2010,September,Far East,278,53930,Lightning,38,82,51
Canada,2010,September,British Columbia,498,92601,Lightning,36,78,39
Canada,2010,May,Alberta,238,87514,Human,15,82,37
France,2010,August,Corsica,358,7302,Unknown,37,50,62
France,2010,May,Provence,221,31101,Deforestation,29,67,5
China,2010,June,Yunnan,490,56592,Lightning,15,26,12
China,2010,October,Sichuan,234,88328,Deforestation,40,55,59
India,2010,September,Madhya Pradesh,267,918,Deforestation,37,94,10
India,2010,October,Assam,298,57298,Climate Change,21,15,51
Turkey,2011,July,Mugla,301,12032,Climate Change,30,20,45
Turkey,2011,June,Antalya,495,73044,Lightning,33,55,67
Turkey,2011,July,Izmir,242,60761,Human,42,42,29
Spain,2011,July,Catalonia,45,65927,Unknown,37,70,11
Spain,2011,October,Andalusia,204,32178,Climate Change,43,67,23
USA,2011,June,California,24,30596,Lightning,24,83,38
USA,2011,July,Texas,92,21410,Climate Change,29,83,38
USA,2011,September,Oregon,146,12942,Unknown,35,88,34
Brazil,2011,July,Amazonas,364,26810,Unknown,37,39,26
Brazil,2011,October,Mato Grosso,140,46039,Lightning,42,32,13
Greece,2011,June,Athens,191,88584,Unknown,18,45,46
Greece,2011,September,Crete,115,40325,Climate Change,21,36,24
Australia,2011,May,New South Wales,204,5461,Climate Change,48,52,30
Australia,2011,September,Victoria,27,75145,Climate Change,19,56,41
Portugal,2011,July,Lisbon,338,95579,Human,16,39,46
Portugal,2011,May,Porto,127,29830,Lightning,42,76,33
Italy,2011,August,Sicily,113,2784,Deforestation,31,78,5
Italy,2011,October,Sardinia,265,18213,Lightning,41,28,30
Russia,2011,July,Siberia,150,34526,Climate Change,18,37,43
Russia,2011,August,Far East,183,44256,Unknown,34,89,68
Canada,2011,May,British Columbia,328,17185,Lightning,25,84,60
Canada,2011,August,Alberta,394,56514,Climate Change,37,56,5
France,2011,September,Corsica,430,3144,Unknown,47,46,30
France,2011,September,Provence,407,94007,Unknown,30,9,47
China,2011,August,Yunnan,177,28536,Climate Change,36,34,24
China,2011,September,Sichuan,67,98624,Deforestation,44,86,53
India,2011,May,Madhya Pradesh,43,42548,Deforestation,21,31,29
India,2011,August,Assam,442,57922,Climate Change,22,74,5
Turkey,2012,October,Mugla,495,82309,Unknown,20,40,40
Turkey,2012,June,Antalya,140,94706,Deforestation,30,69,60
Turkey,2012,June,Izmir,11,76589,Unknown,31,16,47
Spain,2012,July,Catalonia,292,73475,Deforestation,40,82,62
Spain,2012,September,Andalusia,321,2773,Unknown,42,59,2
USA,2012,September,California,367,53030,Human,39,20,14
USA,2012,August,Texas,112,7687,Unknown,33,51,21
USA,2012,June,Oregon,442,69331,Human,25,90,35
Brazil,2012,September,Amazonas,498,18185,Unknown,42,43,44
Brazil,2012,July,Mato Grosso,119,97538,Lightning,32,94,43
Greece,2012,September,Athens,362,98203,Unknown,33,18,15
Greece,2012,June,Crete,417,63796,Lightning,23,69,69
Australia,2012,June,New South Wales,331,18286,Lightning,33,7,9
Australia,2012,September,Victoria,246,97864,Unknown,23,23,13
Portugal,2012,July,Lisbon,233,33235,Lightning,39,49,49
Portugal,2012,June,Porto,85,21391,Deforestation,47,82,29
Italy,2012,June,Sicily,187,15575,Lightning,29,65,12
Italy,2012,August,Sardinia,147,84385,Lightning,29,67,44
Russia,2012,June,Siberia,320,55635,Deforestation,29,33,41
Russia,2012,May,Far East,218,89710,Human,47,66,9
Canada,2012,July,British Columbia,61,60135,Unknown,33,28,42
Canada,2012,May,Alberta,470,35652,Unknown,24,82,8
France,2012,August,Corsica,346,39264,Deforestation,25,40,61
France,2012,September,Provence,356,20833,Deforestation,31,90,47
China,2012,June,Yunnan,88,74968,Deforestation,48,25,16
China,2012,September,Sichuan,106,99060,Deforestation,19,27,15
India,2012,June,Madhya Pradesh,291,28912,Climate Change,24,35,44
India,2012,July,Assam,209,46657,Lightning,49,72,56
Turkey,2013,September,Mugla,200,225,Unknown,44,31,40
Turkey,2013,July,Antalya,363,25330,Deforestation,44,36,30
Turkey,2013,October,Izmir,222,84294,Unknown,19,45,57
Spain,2013,October,Catalonia,340,91340,Lightning,27,47,30
Spain,2013,June,Andalusia,138,5820,Unknown,18,38,34
USA,2013,August,California,432,84933,Unknown,45,84,67
USA,2013,May,Texas,446,7071,Lightning,20,64,24
USA,2013,August,Oregon,496,11208,Deforestation,33,53,59
Brazil,2013,July,Amazonas,139,16093,Unknown,29,80,54
Brazil,2013,September,Mato Grosso,481,89722,Climate Change,23,92,66
Greece,2013,August,Athens,270,54624,Lightning,29,13,14
Greece,2013,May,Crete,397,18150,Human,39,92,37
Australia,2013,May,New South Wales,24,84660,Unknown,40,23,61
Australia,2013,September,Victoria,372,74716,Unknown,36,23,54
Portugal,2013,October,Lisbon,340,42523,Climate Change,45,57,35
Portugal,2013,August,Porto,399,7239,Deforestation,21,53,61
Italy,2013,May,Sicily,307,46423,Unknown,29,31,23
Italy,2013,September,Sardinia,493,22547,Lightning,29,51,28
Russia,2013,July,Siberia,473,81392,Human,25,63,11
Russia,2013,May,Far East,293,34353,Climate Change,22,37,8
Canada,2013,June,British Columbia,331,17898,Human,21,88,19
Canada,2013,September,Alberta,175,51276,Climate Change,28,25,58
France,2013,July,Corsica,306,34813,Deforestation,38,9,43
France,2013,October,Provence,480,90317,Deforestation,46,92,7
China,2013,June,Yunnan,498,30246,Climate Change,48,11,59
China,2013,September,Sichuan,419,34220,Climate Change,27,85,41
India,2013,August,Madhya Pradesh,290,23284,Climate Change,31,5,32
India,2013,July,Assam,369,52563,Climate Change,29,60,61
Turkey,2014,July,Mugla,6,52387,Climate Change,41,72,14
Turkey,2014,May,Antalya,345,44410,Human,29,82,38
Turkey,2014,October,Izmir,225,85498,Lightning,21,13,5
Spain,2014,June,Catalonia,124,96223,Deforestation,47,36,45
Spain,2014,September,Andalusia,242,8584,Deforestation,42,71,61
USA,2014,July,California,40,81556,Deforestation,22,54,42
USA,2014,September,Texas,249,67796,Climate Change,36,82,56
USA,2014,October,Oregon,200,53749,Human,26,45,43
Brazil,2014,September,Amazonas,448,57749,Human,33,40,49
Brazil,2014,May,Mato Grosso,396,74189,Human,26,35,13
Greece,2014,May,Athens,198,49903,Deforestation,21,65,59
Greece,2014,June,Crete,17,5144,Unknown,15,53,36
Australia,2014,October,New South Wales,99,18164,Deforestation,24,38,5
Australia,2014,September,Victoria,33,48529,Deforestation,27,63,62
Portugal,2014,August,Lisbon,326,67278,Climate Change,23,24,22
Portugal,2014,May,Porto,16,18101,Deforestation,19,64,54
Italy,2014,August,Sicily,210,69651,Lightning,33,21,55
Italy,2014,June,Sardinia,72,6022,Human,27,37,16
Russia,2014,July,Siberia,416,96924,Human,21,9,58
Russia,2014,October,Far East,486,16651,Unknown,21,44,60
Canada,2014,July,British Columbia,224,21470,Lightning,23,10,66
Canada,2014,July,Alberta,462,3592,Unknown,37,37,10
France,2014,September,Corsica,209,34239,Deforestation,21,30,17
France,2014,June,Provence,222,69910,Unknown,15,89,46
China,2014,May,Yunnan,41,46778,Human,16,67,44
China,2014,August,Sichuan,360,63528,Climate Change,39,12,35
India,2014,May,Madhya Pradesh,356,80606,Deforestation,39,7,46
India,2014,June,Assam,440,81219,Unknown,49,38,9
Turkey,2015,July,Mugla,212,40354,Lightning,39,62,49
Turkey,2015,May,Antalya,12,70367,Climate Change,48,92,30
Turkey,2015,October,Izmir,263,38890,Unknown,25,36,60
Spain,2015,June,Catalonia,144,96420,Lightning,21,70,41
Spain,2015,October,Andalusia,163,1476,Unknown,44,35,35
USA,2015,May,California,404,59897,Unknown,41,21,5
USA,2015,September,Texas,382,17862,Human,36,56,36
USA,2015,August,Oregon,147,10656,Unknown,35,81,48
Brazil,2015,July,Amazonas,53,76824,Deforestation,45,48,33
Brazil,2015,August,Mato Grosso,162,62069,Climate Change,30,39,63
Greece,2015,July,Athens,141,40865,Deforestation,24,56,13
Greece,2015,October,Crete,391,53726,Deforestation,22,94,24
Australia,2015,June,New South Wales,22,40879,Lightning,25,14,4
Australia,2015,October,Victoria,75,17056,Unknown,22,17,13
Portugal,2015,July,Lisbon,490,76313,Deforestation,16,19,50
Portugal,2015,June,Porto,43,28285,Climate Change,39,55,5
Italy,2015,June,Sicily,415,28122,Lightning,43,73,19
Italy,2015,September,Sardinia,264,70372,Lightning,34,74,21
Russia,2015,August,Siberia,178,894,Lightning,46,14,13
Russia,2015,June,Far East,348,61051,Climate Change,39,12,56
Canada,2015,October,British Columbia,495,33723,Unknown,29,82,35
Canada,2015,July,Alberta,498,87336,Deforestation,27,36,38
France,2015,June,Corsica,11,30739,Deforestation,25,91,32
France,2015,August,Provence,305,68651,Climate Change,45,5,12
China,2015,September,Yunnan,328,84359,Deforestation,17,60,52
China,2015,September,Sichuan,473,52197,Human,19,6,59
India,2015,August,Madhya Pradesh,265,62199,Human,20,60,55
India,2015,July,Assam,263,18882,Unknown,19,94,17
Turkey,2016,September,Mugla,291,36223,Human,49,47,28
Turkey,2016,August,Antalya,121,8380,Deforestation,43,37,57
Turkey,2016,June,Izmir,402,78971,Climate Change,48,91,20
Spain,2016,October,Catalonia,53,75790,Unknown,48,53,12
Spain,2016,October,Andalusia,435,64646,Lightning,21,33,55
USA,2016,October,California,283,44283,Deforestation,24,65,9
USA,2016,August,Texas,481,33024,Lightning,46,56,39
USA,2016,May,Oregon,266,22891,Human,26,66,35
Brazil,2016,July,Amazonas,330,40373,Unknown,29,44,10
Brazil,2016,September,Mato Grosso,250,58665,Lightning,30,56,2
Greece,2016,October,Athens,384,74707,Human,15,43,17
Greece,2016,May,Crete,116,11731,Lightning,36,90,32
Australia,2016,July,New South Wales,40,15840,Unknown,19,29,31
Australia,2016,May,Victoria,16,71038,Climate Change,38,67,56
Portugal,2016,October,Lisbon,86,87195,Deforestation,36,30,39
Portugal,2016,September,Porto,296,97013,Human,28,27,15
Italy,2016,September,Sicily,282,99726,Unknown,32,81,37
Italy,2016,September,Sardinia,11,84090,Lightning,46,25,48
Russia,2016,September,Siberia,88,86989,Human,25,36,15
Russia,2016,August,Far East,107,92366,Human,39,68,49
Canada,2016,July,British Columbia,297,50586,Human,42,5,54
Canada,2016,May,Alberta,187,16496,Unknown,45,12,26
France,2016,July,Corsica,293,11088,Unknown,21,70,47
France,2016,September,Provence,125,11729,Human,26,56,13
China,2016,October,Yunnan,167,33569,Climate Change,35,70,54
China,2016,May,Sichuan,25,43506,Deforestation,24,86,24
India,2016,October,Madhya Pradesh,443,35419,Lightning,16,43,8
India,2016,June,Assam,347,49969,Climate Change,39,60,32
Turkey,2017,June,Mugla,6,5434,Lightning,25,33,50
Turkey,2017,May,Antalya,36,16129,Deforestation,31,26,31
Turkey,2017,May,Izmir,148,88599,Deforestation,45,16,34
Spain,2017,June,Catalonia,16,3964,Lightning,33,59,4
Spain,2017,September,Andalusia,487,41384,Deforestation,41,41,17
USA,2017,August,California,285,93828,Human,44,45,5
USA,2017,June,Texas,64,91116,Human,19,28,25
USA,2017,September,Oregon,433,84744,Lightning,33,27,36
Brazil,2017,October,Amazonas,374,12649,Climate Change,44,5,64
Brazil,2017,August,Mato Grosso,349,14175,Unknown,28,15,3
Greece,2017,September,Athens,98,36545,Unknown,27,11,68
Greece,2017,May,Crete,466,86050,Deforestation,28,23,9
Australia,2017,July,New South Wales,139,16030,Deforestation,21,59,4
Australia,2017,July,Victoria,22,72080,Human,42,40,17
Portugal,2017,September,Lisbon,319,47093,Human,33,33,51
Portugal,2017,June,Porto,499,45920,Deforestation,21,87,42
Italy,2017,July,Sicily,9,28370,Unknown,25,14,29
Italy,2017,October,Sardinia,337,56736,Deforestation,22,54,2
Russia,2017,September,Siberia,271,75863,Deforestation,24,19,48
Russia,2017,September,Far East,157,6611,Deforestation,31,19,17
Canada,2017,June,British Columbia,424,85430,Lightning,35,79,4
Canada,2017,June,Alberta,22,67378,Human,29,21,14
France,2017,October,Corsica,191,74247,Lightning,19,18,26
France,2017,August,Provence,381,72907,Climate Change,42,39,66
China,2017,July,Yunnan,303,54570,Human,37,92,51
China,2017,September,Sichuan,16,10422,Deforestation,41,65,20
India,2017,May,Madhya Pradesh,55,77731,Human,27,6,37
India,2017,September,Assam,388,97262,Lightning,18,72,65
Turkey,2018,May,Mugla,93,35197,Deforestation,37,6,41
Turkey,2018,August,Antalya,392,38492,Climate Change,41,9,16
Turkey,2018,May,Izmir,199,5685,Deforestation,40,10,45
Spain,2018,October,Catalonia,62,5556,Lightning,41,24,36
Spain,2018,August,Andalusia,436,77862,Unknown,18,8,40
USA,2018,September,California,496,78835,Deforestation,47,13,18
USA,2018,July,Texas,229,76527,Human,25,17,32
USA,2018,September,Oregon,234,11901,Unknown,35,14,36
Brazil,2018,June,Amazonas,75,36488,Climate Change,42,71,50
Brazil,2018,July,Mato Grosso,296,85043,Lightning,18,80,59
Greece,2018,May,Athens,496,59517,Unknown,48,33,10
Greece,2018,October,Crete,40,6631,Deforestation,38,85,14
Australia,2018,August,New South Wales,277,32918,Deforestation,47,25,23
Australia,2018,May,Victoria,455,77630,Unknown,29,88,3
Portugal,2018,August,Lisbon,49,90480,Deforestation,36,93,56
Portugal,2018,May,Porto,458,334,Deforestation,30,12,62
Italy,2018,May,Sicily,398,87109,Deforestation,28,71,56
Italy,2018,September,Sardinia,444,79820,Deforestation,20,38,66
Russia,2018,July,Siberia,477,78755,Climate Change,37,86,67
Russia,2018,July,Far East,484,76065,Unknown,22,46,42
Canada,2018,July,British Columbia,255,60746,Lightning,33,6,63
Canada,2018,July,Alberta,20,28921,Unknown,15,49,55
France,2018,June,Corsica,346,11363,Human,29,54,23
France,2018,May,Provence,173,87598,Unknown,21,89,5
China,2018,August,Yunnan,254,37310,Deforestation,31,88,27
China,2018,July,Sichuan,205,94248,Unknown,22,25,17
India,2018,July,Madhya Pradesh,20,36341,Unknown,32,82,57
India,2018,September,Assam,236,68083,Climate Change,15,64,62
Turkey,2019,July,Mugla,130,55086,Lightning,46,23,57
Turkey,2019,September,Antalya,391,41471,Lightning,37,76,30
Turkey,2019,September,Izmir,319,47228,Human,21,27,41
Spain,2019,June,Catalonia,18,14976,Climate Change,37,14,48
Spain,2019,August,Andalusia,16,28485,Unknown,34,10,15
USA,2019,July,California,179,61092,Deforestation,15,17,9
USA,2019,June,Texas,250,82694,Lightning,40,42,67
USA,2019,June,Oregon,130,897,Lightning,21,31,12
Brazil,2019,September,Amazonas,396,73326,Unknown,29,60,36
Brazil,2019,July,Mato Grosso,174,24844,Lightning,38,26,6
Greece,2019,August,Athens,105,82594,Climate Change,29,53,56
Greece,2019,August,Crete,445,31872,Deforestation,45,77,11
Australia,2019,September,New South Wales,398,5977,Human,39,61,55
Australia,2019,August,Victoria,457,35002,Climate Change,22,85,2
Portugal,2019,October,Lisbon,400,44038,Unknown,28,86,34
Portugal,2019,July,Porto,486,55548,Deforestation,35,87,47
Italy,2019,July,Sicily,193,76687,Deforestation,25,26,63
Italy,2019,June,Sardinia,180,14667,Deforestation,47,89,61
Russia,2019,July,Siberia,6,50160,Lightning,45,14,24
Russia,2019,October,Far East,243,99712,Human,45,82,19
Canada,2019,July,British Columbia,363,56466,Deforestation,16,58,32
Canada,2019,July,Alberta,436,89317,Unknown,19,11,21
France,2019,August,Corsica,337,23683,Lightning,17,45,43
France,2019,September,Provence,253,77880,Climate Change,37,75,18
China,2019,August,Yunnan,388,44097,Climate Change,38,75,35
China,2019,October,Sichuan,252,41101,Human,41,82,60
India,2019,July,Madhya Pradesh,119,89647,Deforestation,21,29,16
India,2019,July,Assam,448,54454,Deforestation,35,38,8
Turkey,2020,June,Mugla,176,18494,Lightning,37,62,21
Turkey,2020,July,Antalya,377,16927,Climate Change,17,6,23
Turkey,2020,October,Izmir,363,21963,Unknown,38,16,23
Spain,2020,October,Catalonia,343,75692,Unknown,46,85,24
Spain,2020,June,Andalusia,195,84353,Deforestation,40,94,12
USA,2020,August,California,378,65296,Unknown,26,93,59
USA,2020,June,Texas,26,7082,Lightning,46,89,62
USA,2020,September,Oregon,247,68066,Climate Change,22,93,29
Brazil,2020,August,Amazonas,58,95490,Unknown,39,45,38
Brazil,2020,September,Mato Grosso,426,89007,Climate Change,45,66,19
Greece,2020,June,Athens,10,56300,Deforestation,45,6,30
Greece,2020,October,Crete,381,39702,Lightning,19,27,8
Australia,2020,September,New South Wales,238,60077,Unknown,30,19,54
Australia,2020,July,Victoria,471,23174,Climate Change,19,53,19
Portugal,2020,July,Lisbon,133,39038,Unknown,41,93,42
Portugal,2020,September,Porto,274,77015,Climate Change,34,89,12
Italy,2020,June,Sicily,344,96891,Human,36,28,16
Italy,2020,August,Sardinia,498,56002,Deforestation,45,57,45
Russia,2020,October,Siberia,39,73336,Lightning,42,21,13
Russia,2020,August,Far East,150,44882,Unknown,17,19,17
Canada,2020,October,British Columbia,122,48084,Human,25,10,10
Canada,2020,August,Alberta,468,73633,Lightning,33,17,33
France,2020,August,Corsica,269,60564,Climate Change,45,35,60
France,2020,July,Provence,451,20453,Climate Change,46,47,2
China,2020,September,Yunnan,193,88806,Deforestation,21,37,10
China,2020,October,Sichuan,150,61501,Unknown,45,76,64
India,2020,June,Madhya Pradesh,349,16210,Human,32,23,65
India,2020,August,Assam,57,26985,Human,22,77,56
Turkey,2021,July,Mugla,488,42089,Climate Change,18,90,41
Turkey,2021,July,Antalya,489,33646,Unknown,28,30,39
Turkey,2021,October,Izmir,40,62694,Human,32,27,30
Spain,2021,August,Catalonia,330,25140,Lightning,45,10,35
Spain,2021,August,Andalusia,304,20350,Unknown,39,78,40
