Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude
Russia,2015,August,Siberia,178,8.94,Lightning,46,0.14,13,"[2011, 2021)",61.0137,99.1967
Russia,2015,June,Far East,348,610.51,Climate Change,39,0.12,56,"[2011, 2021)",63.3109,135
Canada,2015,October,British Columbia,495,337.23,Unknown,29,0.82,35,"[2011, 2021)",55.001251,-125.002441
Canada,2015,July,Alberta,498,873.36,Deforestation,27,0.36,38,"[2011, 2021)",55.001251,-115.002136
France,2015,June,Corsica,11,307.39,Deforestation,25,0.91,32,"[2011, 2021)",42.188098,9.0683139
France,2015,August,Provence,305,686.51,Climate Change,45,0.05,12,"[2011, 2021)",44.0145,6.2116
China,2015,September,Yunnan,328,843.59,Deforestation,17,0.6,52,"[2011, 2021)",25.0453,102.7097
China,2015,September,Sichuan,473,521.97,Human,19,0.06,59,"[2011, 2021)",30.6509,104.0757
India,2015,August,Madhya Pradesh,265,621.99,Human,20,0.6,55,"[2011, 2021)",22.9734,78.6569
India,2015,July,Assam,263,188.82,Unknown,19,0.94,17,"[2011, 2021)",26.2006,92.9376
Turkey,2016,September,Mugla,291,362.23,Human,49,0.47,28,"[2011, 2021)",37.2154,28.3634
Turkey,2016,August,Antalya,121,83.8,Deforestation,43,0.37,57,"[2011, 2021)",36.8969,30.7133
Turkey,2016,June,Izmir,402,789.71,Climate Change,48,0.91,20,"[2011, 2021)",38.4237,27.1428
Spain,2016,October,Catalonia,53,757.9,Unknown,48,0.53,12,"[2011, 2021)",41.5912,1.5209
Spain,2016,October,Andalusia,435,646.46,Lightning,21,0.33,55,"[2011, 2021)",37.5443,4.7278
USA,2016,October,California,283,442.83,Deforestation,24,0.65,9,"[2011, 2021)",36.7783,-118.755997
USA,2016,August,Texas,481,330.24,Lightning,46,0.56,39,"[2011, 2021)",31.9686,-98.5456116
USA,2016,May,Oregon,266,228.91,Human,26,0.66,35,"[2011, 2021)",43.8041,-120.737257
Brazil,2016,July,Amazonas,330,403.73,Unknown,29,0.44,10,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2016,September,Mato Grosso,250,586.65,Lightning,30,0.56,2,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2016,October,Athens,384,747.07,Human,15,0.43,17,"[2011, 2021)",37.9755648,23.7348324
Greece,2016,May,Crete,116,117.31,Lightning,36,0.9,32,"[2011, 2021)",35.3084952,24.4633423
Australia,2016,July,New South Wales,40,158.4,Unknown,19,0.29,31,"[2011, 2021)",-31.8759835,147.2869493
Australia,2016,May,Victoria,16,710.38,Climate Change,38,0.67,56,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2016,October,Lisbon,86,871.95,Deforestation,36,0.3,39,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2016,September,Porto,296,970.13,Human,28,0.27,15,"[2011, 2021)",41.1502195,-8.6103497
Italy,2016,September,Sicily,282,997.26,Unknown,32,0.81,37,"[2011, 2021)",37.587794,14.155048
Italy,2016,September,Sardinia,11,840.9,Lightning,46,0.25,48,"[2011, 2021)",40.0912813,9.0305773
Russia,2016,September,Siberia,88,869.89,Human,25,0.36,15,"[2011, 2021)",61.0137,99.1967
Russia,2016,August,Far East,107,923.66,Human,39,0.68,49,"[2011, 2021)",63.3109,135
Canada,2016,July,British Columbia,297,505.86,Human,42,0.05,54,"[2011, 2021)",55.001251,-125.002441
Canada,2016,May,Alberta,187,164.96,Unknown,45,0.12,26,"[2011, 2021)",55.001251,-115.002136
France,2016,July,Corsica,293,110.88,Unknown,21,0.7,47,"[2011, 2021)",42.188098,9.0683139
France,2016,September,Provence,125,117.29,Human,26,0.56,13,"[2011, 2021)",44.0145,6.2116
China,2016,October,Yunnan,167,335.69,Climate Change,35,0.7,54,"[2011, 2021)",25.0453,102.7097
China,2016,May,Sichuan,25,435.06,Deforestation,24,0.86,24,"[2011, 2021)",30.6509,104.0757
India,2016,October,Madhya Pradesh,443,354.19,Lightning,16,0.43,8,"[2011, 2021)",22.9734,78.6569
India,2016,June,Assam,347,499.69,Climate Change,39,0.6,32,"[2011, 2021)",26.2006,92.9376
Turkey,2017,June,Mugla,6,54.34,Lightning,25,0.33,50,"[2011, 2021)",37.2154,28.3634
Turkey,2017,May,Antalya,36,161.29,Deforestation,31,0.26,31,"[2011, 2021)",36.8969,30.7133
Turkey,2017,May,Izmir,148,885.99,Deforestation,45,0.16,34,"[2011, 2021)",38.4237,27.1428
Spain,2017,June,Catalonia,16,39.64,Lightning,33,0.59,4,"[2011, 2021)",41.5912,1.5209
Spain,2017,September,Andalusia,487,413.84,Deforestation,41,0.41,17,"[2011, 2021)",37.5443,4.7278
USA,2017,August,California,285,938.28,Human,44,0.45,5,"[2011, 2021)",36.7783,-118.755997
USA,2017,June,Texas,64,911.16,Human,19,0.28,25,"[2011, 2021)",31.9686,-98.5456116
USA,2017,September,Oregon,433,847.44,Lightning,33,0.27,36,"[2011, 2021)",43.8041,-120.737257
Brazil,2017,October,Amazonas,374,126.49,Climate Change,44,0.05,64,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2017,August,Mato Grosso,349,141.75,Unknown,28,0.15,3,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2017,September,Athens,98,365.45,Unknown,27,0.11,68,"[2011, 2021)",37.9755648,23.7348324
Greece,2017,May,Crete,466,860.5,Deforestation,28,0.23,9,"[2011, 2021)",35.3084952,24.4633423
Australia,2017,July,New South Wales,139,160.3,Deforestation,21,0.59,4,"[2011, 2021)",-31.8759835,147.2869493
Australia,2017,July,Victoria,22,720.8,Human,42,0.4,17,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2017,September,Lisbon,319,470.93,Human,33,0.33,51,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2017,June,Porto,499,459.2,Deforestation,21,0.87,42,"[2011, 2021)",41.1502195,-8.6103497
Italy,2017,July,Sicily,9,283.7,Unknown,25,0.14,29,"[2011, 2021)",37.587794,14.155048
Italy,2017,October,Sardinia,337,567.36,Deforestation,22,0.54,2,"[2011, 2021)",40.0912813,9.0305773
Russia,2017,September,Siberia,271,758.63,Deforestation,24,0.19,48,"[2011, 2021)",61.0137,99.1967
Russia,2017,September,Far East,157,66.11,Deforestation,31,0.19,17,"[2011, 2021)",63.3109,135
Canada,2017,June,British Columbia,424,854.3,Lightning,35,0.79,4,"[2011, 2021)",55.001251,-125.002441
Canada,2017,June,Alberta,22,673.78,Human,29,0.21,14,"[2011, 2021)",55.001251,-115.002136
France,2017,October,Corsica,191,742.47,Lightning,19,0.18,26,"[2011, 2021)",42.188098,9.0683139
France,2017,August,Provence,381,729.07,Climate Change,42,0.39,66,"[2011, 2021)",44.0145,6.2116
China,2017,July,Yunnan,303,545.7,Human,37,0.92,51,"[2011, 2021)",25.0453,102.7097
China,2017,September,Sichuan,16,104.22,Deforestation,41,0.65,20,"[2011, 2021)",30.6509,104.0757
India,2017,May,Madhya Pradesh,55,777.31,Human,27,0.06,37,"[2011, 2021)",22.9734,78.6569
India,2017,September,Assam,388,972.62,Lightning,18,0.72,65,"[2011, 2021)",26.2006,92.9376
Turkey,2018,May,Mugla,93,351.97,Deforestation,37,0.06,41,"[2011, 2021)",37.2154,28.3634
Turkey,2018,August,Antalya,392,384.92,Climate Change,41,0.09,16,"[2011, 2021)",36.8969,30.7133
Turkey,2018,May,Izmir,199,56.85,Deforestation,40,0.1,45,"[2011, 2021)",38.4237,27.1428
Spain,2018,October,Catalonia,62,55.56,Lightning,41,0.24,36,"[2011, 2021)",41.5912,1.5209
Spain,2018,August,Andalusia,436,778.62,Unknown,18,0.08,40,"[2011, 2021)",37.5443,4.7278
USA,2018,September,California,496,788.35,Deforestation,47,0.13,18,"[2011, 2021)",36.7783,-118.755997
USA,2018,July,Texas,229,765.27,Human,25,0.17,32,"[2011, 2021)",31.9686,-98.5456116
USA,2018,September,Oregon,234,119.01,Unknown,35,0.14,36,"[2011, 2021)",43.8041,-120.737257
Brazil,2018,June,Amazonas,75,364.88,Climate Change,42,0.71,50,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2018,July,Mato Grosso,296,850.43,Lightning,18,0.8,59,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2018,May,Athens,496,595.17,Unknown,48,0.33,10,"[2011, 2021)",37.9755648,23.7348324
Greece,2018,October,Crete,40,66.31,Deforestation,38,0.85,14,"[2011, 2021)",35.3084952,24.4633423
Australia,2018,August,New South Wales,277,329.18,Deforestation,47,0.25,23,"[2011, 2021)",-31.8759835,147.2869493
Australia,2018,May,Victoria,455,776.3,Unknown,29,0.88,3,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2018,August,Lisbon,49,904.8,Deforestation,36,0.93,56,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2018,May,Porto,458,3.34,Deforestation,30,0.12,62,"[2011, 2021)",41.1502195,-8.6103497
Italy,2018,May,Sicily,398,871.09,Deforestation,28,0.71,56,"[2011, 2021)",37.587794,14.155048
Italy,2018,September,Sardinia,444,798.2,Deforestation,20,0.38,66,"[2011, 2021)",40.0912813,9.0305773
Russia,2018,July,Siberia,477,787.55,Climate Change,37,0.86,67,"[2011, 2021)",61.0137,99.1967
Russia,2018,July,Far East,484,760.65,Unknown,22,0.46,42,"[2011, 2021)",63.3109,135
Canada,2018,July,British Columbia,255,607.46,Lightning,33,0.06,63,"[2011, 2021)",55.001251,-125.002441
Canada,2018,July,Alberta,20,289.21,Unknown,15,0.49,55,"[2011, 2021)",55.001251,-115.002136
France,2018,June,Corsica,346,113.63,Human,29,0.54,23,"[2011, 2021)",42.188098,9.0683139
France,2018,May,Provence,173,875.98,Unknown,21,0.89,5,"[2011, 2021)",44.0145,6.2116
China,2018,August,Yunnan,254,373.1,Deforestation,31,0.88,27,"[2011, 2021)",25.0453,102.7097
China,2018,July,Sichuan,205,942.48,Unknown,22,0.25,17,"[2011, 2021)",30.6509,104.0757
India,2018,July,Madhya Pradesh,20,363.41,Unknown,32,0.82,57,"[2011, 2021)",22.9734,78.6569
India,2018,September,Assam,236,680.83,Climate Change,15,0.64,62,"[2011, 2021)",26.2006,92.9376
Turkey,2019,July,Mugla,130,550.86,Lightning,46,0.23,57,"[2011, 2021)",37.2154,28.3634
Turkey,2019,September,Antalya,391,414.71,Lightning,37,0.76,30,"[2011, 2021)",36.8969,30.7133
Turkey,2019,September,Izmir,319,472.28,Human,21,0.27,41,"[2011, 2021)",38.4237,27.1428
Spain,2019,June,Catalonia,18,149.76,Climate Change,37,0.14,48,"[2011, 2021)",41.5912,1.5209
Spain,2019,August,Andalusia,16,284.85,Unknown,34,0.1,15,"[2011, 2021)",37.5443,4.7278
USA,2019,July,California,179,610.92,Deforestation,15,0.17,9,"[2011, 2021)",36.7783,-118.755997
USA,2019,June,Texas,250,826.94,Lightning,40,0.42,67,"[2011, 2021)",31.9686,-98.5456116
USA,2019,June,Oregon,130,8.97,Lightning,21,0.31,12,"[2011, 2021)",43.8041,-120.737257
Brazil,2019,September,Amazonas,396,733.26,Unknown,29,0.6,36,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2019,July,Mato Grosso,174,248.44,Lightning,38,0.26,6,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2019,August,Athens,105,825.94,Climate Change,29,0.53,56,"[2011, 2021)",37.9755648,23.7348324
Greece,2019,August,Crete,445,318.72,Deforestation,45,0.77,11,"[2011, 2021)",35.3084952,24.4633423
Australia,2019,September,New South Wales,398,59.77,Human,39,0.61,55,"[2011, 2021)",-31.8759835,147.2869493
Australia,2019,August,Victoria,457,350.02,Climate Change,22,0.85,2,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2019,October,Lisbon,400,440.38,Unknown,28,0.86,34,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2019,July,Porto,486,555.48,Deforestation,35,0.87,47,"[2011, 2021)",41.1502195,-8.6103497
Italy,2019,July,Sicily,193,766.87,Deforestation,25,0.26,63,"[2011, 2021)",37.587794,14.155048
Italy,2019,June,Sardinia,180,146.67,Deforestation,47,0.89,61,"[2011, 2021)",40.0912813,9.0305773
Russia,2019,July,Siberia,6,501.6,Lightning,45,0.14,24,"[2011, 2021)",61.0137,99.1967
Russia,2019,October,Far East,243,997.12,Human,45,0.82,19,"[2011, 2021)",63.3109,135
Canada,2019,July,British Columbia,363,564.66,Deforestation,16,0.58,32,"[2011, 2021)",55.001251,-125.002441
Canada,2019,July,Alberta,436,893.17,Unknown,19,0.11,21,"[2011, 2021)",55.001251,-115.002136
France,2019,August,Corsica,337,236.83,Lightning,17,0.45,43,"[2011, 2021)",42.188098,9.0683139
France,2019,September,Provence,253,778.8,Climate Change,37,0.75,18,"[2011, 2021)",44.0145,6.2116
China,2019,August,Yunnan,388,440.97,Climate Change,38,0.75,35,"[2011, 2021)",25.0453,102.7097
China,2019,October,Sichuan,252,411.01,Human,41,0.82,60,"[2011, 2021)",30.6509,104.0757
India,2019,July,Madhya Pradesh,119,896.47,Deforestation,21,0.29,16,"[2011, 2021)",22.9734,78.6569
India,2019,July,Assam,448,544.54,Deforestation,35,0.38,8,"[2011, 2021)",26.2006,92.9376
Turkey,2020,June,Mugla,176,184.94,Lightning,37,0.62,21,"[2011, 2021)",37.2154,28.3634
Turkey,2020,July,Antalya,377,169.27,Climate Change,17,0.06,23,"[2011, 2021)",36.8969,30.7133
Turkey,2020,October,Izmir,363,219.63,Unknown,38,0.16,23,"[2011, 2021)",38.4237,27.1428
Spain,2020,October,Catalonia,343,756.92,Unknown,46,0.85,24,"[2011, 2021)",41.5912,1.5209
Spain,2020,June,Andalusia,195,843.53,Deforestation,40,0.94,12,"[2011, 2021)",37.5443,4.7278
USA,2020,August,California,378,652.96,Unknown,26,0.93,59,"[2011, 2021)",36.7783,-118.755997
USA,2020,June,Texas,26,70.82,Lightning,46,0.89,62,"[2011, 2021)",31.9686,-98.5456116
USA,2020,September,Oregon,247,680.66,Climate Change,22,0.93,29,"[2011, 2021)",43.8041,-120.737257
Brazil,2020,August,Amazonas,58,954.9,Unknown,39,0.45,38,"[2011, 2021)",-3.0967614,-65.8561
Brazil,2020,September,Mato Grosso,426,890.07,Climate Change,45,0.66,19,"[2011, 2021)",-12.2115009,-55.5716547
Greece,2020,June,Athens,10,563,Deforestation,45,0.06,30,"[2011, 2021)",37.9755648,23.7348324
Greece,2020,October,Crete,381,397.02,Lightning,19,0.27,8,"[2011, 2021)",35.3084952,24.4633423
Australia,2020,September,New South Wales,238,600.77,Unknown,30,0.19,54,"[2011, 2021)",-31.8759835,147.2869493
Australia,2020,July,Victoria,471,231.74,Climate Change,19,0.53,19,"[2011, 2021)",-36.5986096,144.6780052
Portugal,2020,July,Lisbon,133,390.38,Unknown,41,0.93,42,"[2011, 2021)",38.7077507,-9.1365919
Portugal,2020,September,Porto,274,770.15,Climate Change,34,0.89,12,"[2011, 2021)",41.1502195,-8.6103497
Italy,2020,June,Sicily,344,968.91,Human,36,0.28,16,"[2011, 2021)",37.587794,14.155048
Italy,2020,August,Sardinia,498,560.02,Deforestation,45,0.57,45,"[2011, 2021)",40.0912813,9.0305773
Russia,2020,October,Siberia,39,733.36,Lightning,42,0.21,13,"[2011, 2021)",61.0137,99.1967
Russia,2020,August,Far East,150,448.82,Unknown,17,0.19,17,"[2011, 2021)",63.3109,135
Canada,2020,October,British Columbia,122,480.84,Human,25,0.1,10,"[2011, 2021)",55.001251,-125.002441
Canada,2020,August,Alberta,468,736.33,Lightning,33,0.17,33,"[2011, 2021)",55.001251,-115.002136
France,2020,August,Corsica,269,605.64,Climate Change,45,0.35,60,"[2011, 2021)",42.188098,9.0683139
France,2020,July,Provence,451,204.53,Climate Change,46,0.47,2,"[2011, 2021)",44.0145,6.2116
China,2020,September,Yunnan,193,888.06,Deforestation,21,0.37,10,"[2011, 2021)",25.0453,102.7097
China,2020,October,Sichuan,150,615.01,Unknown,45,0.76,64,"[2011, 2021)",30.6509,104.0757
India,2020,June,Madhya Pradesh,349,162.1,Human,32,0.23,65,"[2011, 2021)",22.9734,78.6569
India,2020,August,Assam,57,269.85,Human,22,0.77,56,"[2011, 2021)",26.2006,92.9376
Turkey,2021,July,Mugla,488,420.89,Climate Change,18,0.9,41,"[2021, 2031)",37.2154,28.3634
Turkey,2021,July,Antalya,489,336.46,Unknown,28,0.3,39,"[2021, 2031)",36.8969,30.7133
Turkey,2021,October,Izmir,40,626.94,Human,32,0.27,30,"[2021, 2031)",38.4237,27.1428
Spain,2021,August,Catalonia,330,251.4,Lightning,45,0.1,35,"[2021, 2031)",41.5912,1.5209
Spain,2021,August,Andalusia,304,203.5,Unknown,39,0.78,40,"[2021, 2031)",37.5443,4.7278
USA,2021,October,California,171,964.95,Deforestation,17,0.26,5,"[2021, 2031)",36.7783,-118.755997
USA,2021,October,Texas,216,822.89,Unknown,30,0.36,65,"[2021, 2031)",31.9686,-98.5456116
USA,2021,August,Oregon,20,641.51,Deforestation,19,0.16,6,"[2021, 2031)",43.8041,-120.737257
Brazil,2021,June,Amazonas,21,17.46,Lightning,34,0.2,17,"[2021, 2031)",-3.0967614,-65.8561
Brazil,2021,June,Mato Grosso,7,819.14,Human,42,0.49,69,"[2021, 2031)",-12.2115009,-55.5716547
Greece,2021,October,Athens,28,643.74,Deforestation,32,0.16,15,"[2021, 2031)",37.9755648,23.7348324
Greece,2021,June,Crete,193,488.47,Lightning,26,0.31,7,"[2021, 2031)",35.3084952,24.4633423
Australia,2021,July,New South Wales,37,680.57,Lightning,26,0.61,54,"[2021, 2031)",-31.8759835,147.2869493
Australia,2021,September,Victoria,382,845.23,Deforestation,34,0.62,5,"[2021, 2031)",-36.5986096,144.6780052
Portugal,2021,August,Lisbon,177,794.95,Climate Change,33,0.44,17,"[2021, 2031)",38.7077507,-9.1365919
Portugal,2021,June,Porto,367,77.97,Unknown,38,0.05,2,"[2021, 2031)",41.1502195,-8.6103497
Italy,2021,October,Sicily,370,762.95,Deforestation,32,0.2,18,"[2021, 2031)",37.587794,14.155048
Italy,2021,June,Sardinia,456,735.42,Lightning,45,0.77,11,"[2021, 2031)",40.0912813,9.0305773
Russia,2021,September,Siberia,477,313.27,Climate Change,28,0.7,54,"[2021, 2031)",61.0137,99.1967
Russia,2021,September,Far East,249,15.71,Deforestation,40,0.66,38,"[2021, 2031)",63.3109,135
Canada,2021,May,British Columbia,456,611.88,Human,42,0.92,5,"[2021, 2031)",55.001251,-125.002441
Canada,2021,June,Alberta,81,316.36,Deforestation,49,0.43,11,"[2021, 2031)",55.001251,-115.002136
France,2021,July,Corsica,334,284.59,Climate Change,37,0.38,33,"[2021, 2031)",42.188098,9.0683139
France,2021,August,Provence,314,570.55,Unknown,28,0.8,61,"[2021, 2031)",44.0145,6.2116
China,2021,September,Yunnan,372,63.23,Unknown,16,0.27,47,"[2021, 2031)",25.0453,102.7097
China,2021,July,Sichuan,77,416.25,Climate Change,31,0.13,45,"[2021, 2031)",30.6509,104.0757
India,2021,August,Madhya Pradesh,334,221.27,Human,46,0.38,34,"[2021, 2031)",22.9734,78.6569
India,2021,June,Assam,118,312.26,Lightning,23,0.17,61,"[2021, 2031)",26.2006,92.9376
Turkey,2022,June,Mugla,130,972.03,Human,16,0.64,58,"[2021, 2031)",37.2154,28.3634
Turkey,2022,July,Antalya,303,255.9,Unknown,25,0.82,48,"[2021, 2031)",36.8969,30.7133
Turkey,2022,May,Izmir,323,71.46,Deforestation,45,0.92,56,"[2021, 2031)",38.4237,27.1428
Spain,2022,May,Catalonia,460,556.81,Unknown,28,0.33,28,"[2021, 2031)",41.5912,1.5209
Spain,2022,September,Andalusia,260,514.77,Unknown,48,0.25,39,"[2021, 2031)",37.5443,4.7278
USA,2022,July,California,485,212.98,Unknown,38,0.54,38,"[2021, 2031)",36.7783,-118.755997
USA,2022,July,Texas,124,840.56,Deforestation,15,0.85,41,"[2021, 2031)",31.9686,-98.5456116
USA,2022,June,Oregon,254,65.58,Deforestation,29,0.12,15,"[2021, 2031)",43.8041,-120.737257
Brazil,2022,May,Amazonas,494,615.46,Lightning,26,0.06,51,"[2021, 2031)",-3.0967614,-65.8561
Brazil,2022,September,Mato Grosso,409,420.9,Unknown,41,0.16,58,"[2021, 2031)",-12.2115009,-55.5716547
Greece,2022,October,Athens,78,761.08,Lightning,45,0.56,57,"[2021, 2031)",37.9755648,23.7348324
Greece,2022,June,Crete,407,946.71,Climate Change,46,0.88,5,"[2021, 2031)",35.3084952,24.4633423
Australia,2022,May,New South Wales,116,827.24,Climate Change,17,0.16,56,"[2021, 2031)",-31.8759835,147.2869493
Australia,2022,September,Victoria,99,989.56,Unknown,16,0.26,23,"[2021, 2031)",-36.5986096,144.6780052
Portugal,2022,May,Lisbon,355,370.79,Climate Change,28,0.39,51,"[2021, 2031)",38.7077507,-9.1365919
Portugal,2022,May,Porto,243,334.97,Deforestation,41,0.14,26,"[2021, 2031)",41.1502195,-8.6103497
Italy,2022,May,Sicily,177,673.96,Deforestation,23,0.11,35,"[2021, 2031)",37.587794,14.155048
Italy,2022,July,Sardinia,280,148.05,Lightning,39,0.09,56,"[2021, 2031)",40.0912813,9.0305773
Russia,2022,July,Siberia,93,205.94,Unknown,28,0.85,22,"[2021, 2031)",61.0137,99.1967
Russia,2022,June,Far East,141,828.53,Deforestation,29,0.39,52,"[2021, 2031)",63.3109,135
Canada,2022,October,British Columbia,132,424.41,Climate Change,20,0.86,52,"[2021, 2031)",55.001251,-125.002441
Canada,2022,June,Alberta,100,729.48,Unknown,15,0.13,14,"[2021, 2031)",55.001251,-115.002136
France,2022,August,Corsica,361,903.97,Lightning,42,0.63,11,"[2021, 2031)",42.188098,9.0683139
France,2022,May,Provence,128,537.03,Lightning,40,0.81,18,"[2021, 2031)",44.0145,6.2116
China,2022,August,Yunnan,27,829.5,Deforestation,26,0.13,46,"[2021, 2031)",25.0453,102.7097
China,2022,September,Sichuan,457,906.14,Deforestation,23,0.31,14,"[2021, 2031)",30.6509,104.0757
India,2022,May,Madhya Pradesh,192,514.39,Human,42,0.81,28,"[2021, 2031)",22.9734,78.6569
India,2022,June,Assam,451,789.12,Climate Change,36,0.77,20,"[2021, 2031)",26.2006,92.9376
Turkey,2023,October,Mugla,99,730.56,Deforestation,43,0.56,35,"[2021, 2031)",37.2154,28.3634
Turkey,2023,May,Antalya,39,932.25,Climate Change,28,0.65,50,"[2021, 2031)",36.8969,30.7133
Turkey,2023,May,Izmir,279,369.22,Human,42,0.84,27,"[2021, 2031)",38.4237,27.1428
Spain,2023,October,Catalonia,300,180.44,Deforestation,19,0.75,24,"[2021, 2031)",41.5912,1.5209
Spain,2023,May,Andalusia,69,581.05,Climate Change,18,0.62,29,"[2021, 2031)",37.5443,4.7278
USA,2023,July,California,466,736.68,Unknown,25,0.08,2,"[2021, 2031)",36.7783,-118.755997
USA,2023,June,Texas,293,492.78,Lightning,19,0.75,65,"[2021, 2031)",31.9686,-98.5456116
USA,2023,May,Oregon,76,384.69,Human,18,0.16,59,"[2021, 2031)",43.8041,-120.737257
Brazil,2023,July,Amazonas,361,25.11,Deforestation,36,0.69,51,"[2021, 2031)",-3.0967614,-65.8561
Brazil,2023,August,Mato Grosso,232,983.64,Unknown,18,0.17,39,"[2021, 2031)",-12.2115009,-55.5716547
Greece,2023,October,Athens,433,550.36,Deforestation,46,0.43,66,"[2021, 2031)",37.9755648,23.7348324
Greece,2023,July,Crete,390,625.04,Climate Change,27,0.91,32,"[2021, 2031)",35.3084952,24.4633423
Australia,2023,July,New South Wales,234,121.08,Deforestation,27,0.58,30,"[2021, 2031)",-31.8759835,147.2869493
Australia,2023,October,Victoria,139,444.7,Climate Change,37,0.36,63,"[2021, 2031)",-36.5986096,144.6780052
Portugal,2023,September,Lisbon,200,682.25,Deforestation,19,0.71,23,"[2021, 2031)",38.7077507,-9.1365919
